title,author,binding,isbn,publisher,publication_date,categories,url,length,width,height,sales_price,stock_quantity
LOVERS AND GAMBLERS,"Collins, Jackie",Paperback,9781540000000.0,Grand Central Publishing,,"['Fiction', 'Contemporary', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9781538725771B/lovers-and-gamblers,8.01,5.22,1.81,2.25,6
"A LOVING SCOUNDREL (MALORY-ANDERSON FAMILY, BK. 7)","Lindsey, Johanna",Paperback,9781980000000.0,Pocket Books,,"['Fiction', 'Romance', 'Fiction', 'Historical']",https://www.bookdepot.com/Store/Details/9781982199906B/a-loving-scoundrel-malory-anderson-family-bk,6.92,4.69,1.45,1.0,85
A LOWCOUNTRY BRIDE,"Williams, Preslaysa",Paperback,9780060000000.0,Avon Books,,"['Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9780063040298B/a-lowcountry-bride,7.97,5.3,0.93,1.38,4
"A LOWCOUNTRY WEDDING (LOWCOUNTRY SUMMER, BK. 4)","Monroe, Mary Alice",Pocket Books,9781500000000.0,Pocket Books,,"['Fiction', 'Romance', 'Fiction', 'Family Life', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9781501125454B/a-lowcountry-wedding-lowcountry-summer-bk-4,6.81,4.17,1.29,1.25,16
THE LOYAL HEART (A LONE STAR HERO'S LOVE STORY),"Gray, Shelley Shepard",Paperback,9780310000000.0,Zondervan,,"['Fiction', 'Religious', 'Fiction', 'Romance', 'Fiction', 'Historical']",https://www.bookdepot.com/Store/Details/9780310345398B/the-loyal-heart-a-lone-star-heros-love-story,8.44,5.46,0.87,2.0,86
LUCIE YI IS NOT A ROMANTIC,"Ho, Lauren",Paperback,9780590000000.0,G. P. Putnam's Sons,,"['Fiction', 'Family Life', 'Fiction', 'Romance', 'Fiction', 'Cultural Heritage']",https://www.bookdepot.com/Store/Details/9780593422267B/lucie-yi-is-not-a-romantic,8.19,5.46,0.97,2.25,2
LUCK AT FIRST SIGHT: 2-IN-1 EDITION (ONCE IN A LIFETIME / IT'S IN HIS KISS),"Shalvis, Jill",Paperback,9781540000000.0,Forever,,"['Fiction', 'Romance', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9781538742549B/luck-at-first-sight-2-in-1-edition-once-in-a,7.94,5.12,1.29,3.25,36
"LUCKY (LUCKY SANTANGELO, BK. 2)","Collins, Jackie",Pocket Books,9781670000000.0,Pocket Books,,"['Fiction', 'Romance', 'Fiction', 'Sagas', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9781668005194B/lucky-lucky-santangelo-bk-2,7.77,4.07,1.77,1.88,294
LUCKY PENNY,"Anderson, Catherine",Pocket Books,9780450000000.0,Signet Book,,"['Fiction', 'Romance', 'Fiction', 'Historical']",https://www.bookdepot.com/Store/Details/9780451236036B/lucky-penny,6.75,4.14,1.19,1.37,5
LUCY ON THE WILD SIDE,"Rea, Kerry",Paperback,9780590000000.0,Berkley Publishing Group,,"['Fiction', 'Romance', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9780593201862B/lucy-on-the-wild-side,7.89,5.12,1.09,3.0,101
LUNAR LOVE,"Jessen, Lauren Kung",Paperback,9781540000000.0,Forever,,"['Fiction', 'Romance', 'Fiction', 'Humorous']",https://www.bookdepot.com/Store/Details/9781538710258B/lunar-love,7.98,5.19,1.01,2.75,77
"LYDIA'S HOPE (THE LOST SISTERS OF PLEASANT VALLEY, BK. 1)","Perry, Marta",Pocket Books,9780590000000.0,Berkley Publishing Group,,"['Fiction', 'Romance', 'Fiction', 'Religious']",https://www.bookdepot.com/Store/Details/9780593198346B/lydias-hope-the-lost-sisters-of-pleasant-vall,6.74,4.18,0.99,1.75,12
MADE IN MANHATTAN,"Layne, Lauren",Paperback,9781980000000.0,Gallery Books,,"['Fiction', 'Romance', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9781982152833B/made-in-manhattan,8.16,5.26,0.9,2.25,54
MAGGIE FINDS HER MUSE,"Ernst, Dee",Paperback,9781250000000.0,St. Martin's Griffin,,"['Fiction', 'Romance', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9781250768339B/maggie-finds-her-muse,8.27,5.42,0.9,2.25,41
MAGNOLIA MARKET,"Christie, Judy",Paperback,9780310000000.0,Zondervan,,"['Fiction', 'Religious', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9780310330578B/magnolia-market,8.44,5.43,0.98,1.75,118
THE MAGNOLIA SISTERS,"Murray, Alys",Paperback,9781540000000.0,Forever,,"['Fiction', 'Romance', 'Fiction', 'Sagas', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9781538708415B/the-magnolia-sisters,7.99,5.21,0.9,1.13,23
"MAHIMATA (ASIANA, BK. 2)","Mehrotra, Rati",Paperback,9780060000000.0,HarperCollins Publisher,,"['Fiction', 'Fantasy', 'Fiction', 'Action & Adventure', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9780062564559B/mahimata-asiana-bk-2,8.0,5.25,1.2,1.37,13
THE MAID OF BALLYMACOOL,"Deibel, Jennifer",Paperback,9780800000000.0,Revell,,"['Fiction', 'Romance', 'Fiction', 'Historical', 'Fiction', 'Religious']",https://www.bookdepot.com/Store/Details/9780800741747B/the-maid-of-ballymacool,8.48,5.49,1.09,3.0,11
"MAKE ME YOURS, COWBOY (COWBOYS IN PARADISE, BK. 2)","Crush, Dylann",Pocket Books,9780590000000.0,Berkley Publishing Group,,"['Fiction', 'Romance', 'Fiction', 'Contemporary', 'Fiction', 'Westerns']",https://www.bookdepot.com/Store/Details/9780593438756B/make-me-yours-cowboy-cowboys-in-paradise-bk-2,6.78,4.11,0.95,1.69,102
MAKE YOU FEEL MY LOVE,"Hatcher, Robin Lee",Paperback,9780790000000.0,Thomas Nelson,,"['Fiction', 'Religious', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9780785241409B/make-you-feel-my-love,8.37,5.45,0.92,3.0,6
MAKE-UP TEST,"Howe, Jenny L.",Paperback,9781250000000.0,St. Martin's Griffin,,"['Fiction', 'Romance', 'Fiction', ""Women's Fiction"", 'Fiction', 'Humorous']",https://www.bookdepot.com/Store/Details/9781250837868B/make-up-test,8.29,5.38,0.99,2.12,1000
"MALICIOUS INTENT (DEFEND AND PROTECT, BK. 2)","Blackburn, Lynn H.",Paperback,9780800000000.0,Revell,,"['Fiction', 'Suspense', 'Fiction', 'Romance', 'Fiction', 'Religious']",https://www.bookdepot.com/Store/Details/9780800737962B/malicious-intent-defend-and-protect-bk-2,8.47,5.57,1.16,2.75,30
MALINCHE,"Esquivel, Laura",Paperback,9780740000000.0,Washington Square Press,,"['Fiction', 'Romance', 'Fiction', 'Historical']",https://www.bookdepot.com/Store/Details/9780743290357B/malinche,8.54,5.49,0.63,3.25,9
"THE MAN BAN (LATE EXPECTATIONS, BK. 2)","Marsh, Nicola",Paperback,9780590000000.0,Berkley Publishing Group,,"['Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9780593198643B/the-man-ban-late-expectations-bk-2,8.23,5.49,1.06,3.75,19
MAN OF MY DREAMS,"Lindsey, Johanna",Pocket Books,9780380000000.0,Avon Books,,"['Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9780380756261B/man-of-my-dreams,6.77,4.17,1.18,1.0,167
THE MANHATTAN GIRLS (LARGE PRINT),"Paul, Gill",Paperback,9780060000000.0,HarperLuxe,,"['Fiction', 'Romance', 'Fiction', 'Historical', 'Fiction', 'Family Life']",https://www.bookdepot.com/Store/Details/9780063242159B/the-manhattan-girls-large-print,8.98,5.97,1.39,2.81,22
"MANIC MONDAY, INC. (THE SUNDAY POTLUCK CLUB, BK. 3)","Storm, Melissa",Paperback,9781500000000.0,Kensington Publishing Corporation,,"['Fiction', 'Romance', 'Fiction', 'Religious']",https://www.bookdepot.com/Store/Details/9781496726681B/manic-monday-inc-the-sunday-potluck-club-bk-3,8.22,5.48,0.94,2.37,6
THE MANY DATES OF INDIGO,"Samuel, Amber D.",Paperback,9781990000000.0,Wattpad Books,,"['Fiction', 'Romance', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9781990259289B/the-many-dates-of-indigo,8.22,5.27,0.9,1.5,75
"A MARK OF GRACE (SECRETS OF THE CANYON, BK. 3)","Woodhouse, Kimberley",Paperback,9780760000000.0,Bethany House,,"['Fiction', 'Historical', 'Fiction', 'Romance', 'Fiction', 'Religious']",https://www.bookdepot.com/Store/Details/9780764238024B/a-mark-of-grace-secrets-of-the-canyon-bk-3,8.48,5.52,1.03,2.87,41
"MARLOWE BANKS, REDESIGNED","Firkins, Jacqueline",Paperback,9781250000000.0,St. Martin's Griffin,,"['Fiction', 'Romance', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9781250836502B/marlowe-banks-redesigned,8.15,5.29,1.15,2.25,7
"THE MARQUESS MAKES HIS MOVE (CLANDESTINE AFFAIRS, BK. 3)","Quincy, Diana",Paperback,9780060000000.0,Avon Books,,"['Fiction', 'Romance', 'Fiction', 'Historical']",https://www.bookdepot.com/Store/Details/9780062986849B/the-marquess-makes-his-move-clandestine-affai,6.97,4.78,1.02,1.0,21
THE MARRIAGE GAME,"Michaels, Fern",Pocket Books,9781670000000.0,Pocket Books,,"['Fiction', 'Romance', 'Fiction', ""Women's Fiction""]",https://www.bookdepot.com/Store/Details/9781668004753B/the-marriage-game,6.98,4.71,1.12,1.25,40
A MARRIAGE OF THE HEART,"Long, Kelly",Paperback,9781400000000.0,Thomas Nelson,,"['Fiction', 'Romance', 'Fiction', 'Religious']",https://www.bookdepot.com/Store/Details/9781401687564B/a-marriage-of-the-heart,8.41,5.47,1.02,2.75,30
MARRIED FOR A MONTH,"Mallery, Susan",Pocket Books,9781670000000.0,Pocket Books,,"['Fiction', 'Romance', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9781668012123B/married-for-a-month,7.48,4.15,0.93,2.5,36
"MARSHALING HER HEART (WYOMING SUNRISE, BK. 3)","Connealy, Mary",Paperback,9780760000000.0,Bethany House,,"['Fiction', 'Romance', 'Fiction', 'Historical', 'Fiction', 'Religious']",https://www.bookdepot.com/Store/Details/9780764241154B/marshaling-her-heart-wyoming-sunrise-bk-3,8.52,5.52,1.0,3.0,27
THE MARVELOUS MONROE GIRLS,"Jump, Shirley",Paperback,9781540000000.0,Forever,,"['Fiction', 'Romance', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9781538720288B/the-marvelous-monroe-girls,7.93,5.2,1.03,2.0,4
THE MASTER CRAFTSMAN,"Stuart, Kelli",Paperback,9780800000000.0,Revell,,"['Fiction', 'Religious', 'Fiction', 'Romance', 'Fiction', 'Historical']",https://www.bookdepot.com/Store/Details/9780800740429B/the-master-craftsman,8.45,5.5,1.29,2.75,5
"MASTER OF FURIES (THE FIREMANE SAGA, BK. 3)","Feist, Raymond E",Paperback,9780060000000.0,HarperCollins Publishers,,"['Fiction', 'Fantasy', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9780063305403B/master-of-furies-the-firemane-saga-bk-3,7.95,5.26,1.33,1.75,156
"MATCHED AND MARRIED (AMISH MAIL-ORDER BRIDE, BK. 2)","Fuller, Kathleen",Paperback,9780310000000.0,Zondervan,,"['Fiction', 'Religious', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9780310358961B/matched-and-married-amish-mail-order-bride-bk,8.36,5.54,1.05,2.75,225
"MATCHED AND MARRIED (AN AMISH MAIL-ORDER BRIDE NOVEL, BK. 2)","Fuller, Kathleen",Paperback,9780840000000.0,Zondervan,,"['Fiction', 'Religious', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9780840706935B/matched-and-married-an-amish-mail-order-bride,6.77,4.48,0.9,1.75,327
"THE MATCHMAKER AND THE COWBOY (WINDSONG, BK. 2)","Bielman, Robin",Pocket Books,9781650000000.0,"Entangled Publishing, LLC",,"['Fiction', 'Contemporary', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9781649372789B/the-matchmaker-and-the-cowboy-windsong-bk-2,6.73,4.08,1.14,1.13,25
THE MATCHMAKER'S LIST,"Lalli, Sonya",Paperback,9780450000000.0,Berkley Publishing Group,,"['Fiction', 'Contemporary', 'Fiction', 'Romance', 'Fiction', 'Family Life']",https://www.bookdepot.com/Store/Details/9780451490940B/the-matchmakers-list,8.25,5.38,1.04,2.25,18
A MATTER OF TEMPTATION,"Reid, Stacy",Pocket Books,9781650000000.0,"Entangled Publishing, LLC",,"['Fiction', 'Historical', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9781649370969B/a-matter-of-temptation,6.75,4.14,1.2,2.0,2
MAYBE ONE DAY,"Douglas, Sarah",Paperback,9781990000000.0,Wattpad Books,,"['Fiction', 'Romance', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9781989365557B/maybe-one-day,8.27,5.24,1.04,1.5,125
ME WITHOUT YOU,"Rimmer, Kelly",Paperback,9781540000000.0,Forever,,"['Fiction', 'Romance', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9781538757826B/me-without-you,7.98,5.22,1.0,3.0,1000
MEANT FOR ME,"Marley, Tay",Paperback,9782000000000.0,Wattpad Webtoon Book Group,,"['Fiction', 'Romance', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9781998854394B/meant-for-me,8.56,5.56,0.95,3.25,308
MEANT TO BE,"Giffin, Emily",Hardcover,9780430000000.0,Ballantine Books,,"['Fiction', 'Contemporary', 'Fiction', 'Literary', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9780425286647B/meant-to-be,9.53,6.41,1.35,3.75,921
MEANT TO BE IMMORTAL (AN ARGENEAU NOVEL - LARGE PRINT),"Sands, Lynsay",Paperback,9780060000000.0,HarperLuxe,,"['Fiction', 'Romance', 'Fiction', 'Fantasy']",https://www.bookdepot.com/Store/Details/9780063090460B/meant-to-be-immortal-an-argeneau-novel---larg,8.97,5.98,1.32,1.88,3
MEET ME UNDER THE MISTLETOE,"Bayliss, Jenny",Paperback,9780590000000.0,Putnam Publishing Group,,"['Fiction', 'Romance', 'Fiction', 'Holidays']",https://www.bookdepot.com/Store/Details/9780593422229B/meet-me-under-the-mistletoe,7.87,5.19,1.02,3.0,137
MEET ME IN MILAN,"Gravia, Sophie",Paperback,9781400000000.0,Orion,,"['Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9781398715691B/meet-me-in-milan,7.75,5.14,1.06,3.0,271
MEET ME IN MONACO,"Gaynor, Hazel",Paperback,9780060000000.0,William Morrow & Company,,"['Fiction', 'Historical', 'Fiction', 'Romance', 'Fiction', 'Biographical']",https://www.bookdepot.com/Store/Details/9780062885364B/meet-me-in-monaco,8.11,5.18,0.98,1.25,3
MEET THE BENEDETTOS,"Cotugno, Katie",Paperback,9780060000000.0,HarperPerennial,,"['Fiction', 'Contemporary', 'Fiction', 'Romance', 'Fiction', ""Women's Fiction""]",https://www.bookdepot.com/Store/Details/9780063324145B/meet-the-benedettos,7.97,5.28,0.79,3.0,157
MEET THE BENEDETTOS,"Cotugno, Katie",Hardcover,9780060000000.0,HarperCollins Publishers,,"['Fiction', 'Romance', 'Fiction', ""Women's Fiction""]",https://www.bookdepot.com/Store/Details/9780063329003B/meet-the-benedettos,9.35,6.31,0.9,4.0,212
THE MEMORY BOX,"Hughes, Kathryn",Paperback,9781470000000.0,Headline,,"['Fiction', 'Romance', 'Fiction', 'Historical']",https://www.bookdepot.com/Store/Details/9781472265951B/the-memory-box,7.72,5.07,1.3,2.12,177
THE MEMORY HOUSE,"Hauck, Rachel",Paperback,9780310000000.0,Thomas Nelson,,"['Fiction', 'Religious', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9780310350965B/the-memory-house,8.37,5.42,1.05,2.5,27
A MERRY LITTLE MEET CUTE (LARGE PRINT),"Murphy, Julie",Paperback,9780060000000.0,HarperLuxe,,"['Fiction', 'Romance', 'Fiction', 'Contemporary', 'Fiction', 'Holidays']",https://www.bookdepot.com/Store/Details/9780063266209B/a-merry-little-meet-cute-large-print,8.94,6.07,1.18,3.0,16
THE METROPOLITAN AFFAIR,"Green, Jocelyn",Paperback,9780760000000.0,Bethany House,,"['Fiction', 'Historical', 'Fiction', 'Religious', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9780764239632B/the-metropolitan-affair,8.47,5.59,1.11,3.0,20
MIDNIGHT DANCE,"Davidson, Joanna",Paperback,9780800000000.0,Revell,,"['Fiction', 'Historical', 'Fiction', 'Romance', 'Fiction', 'Religious']",https://www.bookdepot.com/Store/Details/9780800736903B/midnight-dance,8.62,5.49,1.12,3.0,3
"MIDNIGHT DUNES (THE TEXAS MURDER FILES, VOLUME 3)","Griffin, Laura",Pocket Books,9780590000000.0,Berkley Publishing Group,,"['Fiction', 'Suspense', 'Fiction', 'Mystery & Detective', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9780593197387B/midnight-dunes-the-texas-murder-files-volume,6.78,4.16,1.2,1.13,28
"MIDNIGHT RUIN (DARK OLYMPUS, BK. 6)","Robert, Katee",Paperback,9781730000000.0,Sourcebooks,,"['Fiction', 'Fantasy', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9781728262796B/midnight-ruin-dark-olympus-bk-6,8.31,5.61,0.94,3.0,190
"MILE HIGH WITH A VAMPIRE (ARGENEAU, BK. 33)","Sands, Lynsay",Pocket Books,9780060000000.0,Avon Books,,"['Fiction', 'Romance', 'Fiction', 'Fantasy']",https://www.bookdepot.com/Store/Details/9780062956408B/mile-high-with-a-vampire-argeneau-bk-33,6.93,4.75,1.17,1.5,8
MILLION DOLLAR DEMON (HOLLOWS),"Harrison, Kim",Pocket Books,9780590000000.0,Ace Books,,"['Fiction', 'Fantasy', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9780593101452B/million-dollar-demon-hollows,6.73,4.05,1.54,2.0,61
"MINDING THE LIGHT (NANTUCKET LEGACY, BK. 2)","Fisher, Suzanne Woods",Paperback,9780800000000.0,Revell,,"['Fiction', 'Historical', 'Fiction', 'Romance', 'Fiction', 'Religious']",https://www.bookdepot.com/Store/Details/9780800721633B/minding-the-light-nantucket-legacy-bk-2,8.53,5.46,0.87,1.12,1
"MINE (THE LAIR OF THE WOLVEN, BK,. 3)","Ward, J. R.",Pocket Books,9781980000000.0,Pocket Books,,"['Fiction', 'Romance', 'Fiction', 'Fantasy']",https://www.bookdepot.com/Store/Details/9781982180232B/mine-the-lair-of-the-wolven-bk-3,7.54,4.13,1.14,2.75,4
THE MINUSCULE MANSION OF MYRA MALONE,"Burges, Audrey",Paperback,9780590000000.0,Berkley Publishing Group,,"['Fiction', 'Fantasy', 'Fiction', 'Romance', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9780593546475B/the-minuscule-mansion-of-myra-malone,7.99,5.14,1.09,3.0,39
"A MIRROR MENDED (FRACTURED FABLES, BK. 2)","Harrow, Alix E.",Hardcover,9781250000000.0,Tor Books,,"['Fiction', 'Fantasy', 'Fiction', 'Action & Adventure', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9781250766649B/a-mirror-mended-fractured-fables-bk-2,8.59,5.7,0.72,1.88,618
THE MISMATCH,"Jafari, Sara",Paperback,9780590000000.0,Dell,,"['Fiction', 'Romance', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9780593357170B/the-mismatch,7.89,5.19,0.85,2.75,12
MISS AUSTEN: A NOVEL OF THE AUSTEN SISTERS,"Hornby, Gill",Paperback,9781250000000.0,Flatiron Books,,"['Fiction', 'Romance', 'Fiction', 'Biographical', 'Fiction', 'Historical']",https://www.bookdepot.com/Store/Details/9781250252210B/miss-austen-a-novel-of-the-austen-sisters,8.23,5.33,0.85,1.5,315
"MISS MORIARTY, I PRESUME? (THE LADY SHERLOCK SERIES, BK. 6)","Thomas, Sherry",Paperback,9780590000000.0,Berkley Hardcover,,"['Fiction', 'Romance', 'Fiction', 'Mystery & Detective', 'Fiction', 'Historical']",https://www.bookdepot.com/Store/Details/9780593200582B/miss-moriarty-i-presume-the-lady-sherlock-ser,8.2,5.49,1.04,2.75,59
MISTAKES WE NEVER MADE,"Brown, Hannah",Hardcover,9781540000000.0,Forever,,"['Fiction', 'Romance', 'Fiction', 'Humorous', 'Fiction', ""Women's Fiction""]",https://www.bookdepot.com/Store/Details/9781538756775B/mistakes-we-never-made,9.55,6.34,1.26,4.25,214
THE MISTLETOE COUNTESS,"Basham, Pepper",Paperback,9781640000000.0,Barbour Publishing,,"['Fiction', 'Historical', 'Fiction', 'Religious', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9781643529868B/the-mistletoe-countess,8.27,5.57,1.0,2.75,74
MISTLETOE MAGIC,"Michaels, Fern",Paperback,9781420000000.0,Zebra Books,,"['Fiction', 'Romance', 'Fiction', 'Contemporary', 'Fiction', 'Holidays']",https://www.bookdepot.com/Store/Details/9781420148527B/mistletoe-magic,6.92,4.84,1.15,1.62,29
THE MISTLETOE SECRET,"Evans, Richard Paul",Hardcover,9781500000000.0,Simon & Schuster,,"['Fiction', 'Romance', 'Fiction', 'Holidays']",https://www.bookdepot.com/Store/Details/9781501119811B/the-mistletoe-secret,7.37,5.38,1.02,3.0,12
MISTLETOE IN JUNEAU,"Rose, Dahlia",Paperback,9781950000000.0,Hallmark Publishing,,"['Fiction', 'Romance', 'Fiction', 'Holidays']",https://www.bookdepot.com/Store/Details/9781952210341B/mistletoe-in-juneau,8.51,5.53,0.81,1.75,118
MISTY MORNINGS AT THE POTTING SHED,"Kane, Jenny",Paperback,9781800000000.0,Head of Zeus Ltd,,"['Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9781804549483B/misty-mornings-at-the-potting-shed,7.72,5.06,1.14,2.5,32
"THE MOCKINGBIRD'S SONG (AMISH GREENHOUSE MYSTERIES, BK. 2)","Brunstetter, Wanda E.",Paperback,9781640000000.0,Shiloh Run Press,,"['Fiction', 'Mystery & Detective', 'Fiction', 'Romance', 'Fiction', 'Religious']",https://www.bookdepot.com/Store/Details/9781643522319B/the-mockingbirds-song-amish-greenhouse-myster,8.35,5.49,0.93,1.38,457
"A MODEL OF DEVOTION (THE LUMBER BARON'S DAUGHTERS, BK. 3)","Connealy, Mary",Paperback,9780760000000.0,Bethany House,,"['Fiction', 'Romance', 'Fiction', 'Religious', 'Fiction', 'Historical']",https://www.bookdepot.com/Store/Details/9780764239601B/a-model-of-devotion-the-lumber-barons-daughte,7.95,5.15,0.94,2.87,32
"A MONTCLAIR HOMECOMING (BRIDES OF MONTCLAIR, BK. 15)","Peart, Jane",Paperback,9780310000000.0,Zondervan,,"['Fiction', 'Romance', 'Fiction', 'Mystery & Detective', 'Fiction', 'Religious']",https://www.bookdepot.com/Store/Details/9780310671619B/a-montclair-homecoming-brides-of-montclair-bk,7.91,5.26,0.82,3.0,10
A MORE PERFECT UNION,"Huf, Tammye",Paperback,9781540000000.0,Forever,,"['Fiction', 'Romance', 'Fiction', 'Historical', 'Fiction', 'African American']",https://www.bookdepot.com/Store/Details/9781538720851B/a-more-perfect-union,7.93,5.17,1.18,1.25,2
MORE THAN MEETS THE EYE,"Johansen, Iris",Hardcover,9781540000000.0,Grand Central Publishing,,"['Fiction', 'Suspense', 'Fiction', 'Mystery & Detective', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9781538726235B/more-than-meets-the-eye,9.31,6.3,1.29,3.75,1000
MORE THAN A MUM,"Allcott, Charlene",Paperback,9780550000000.0,Corgi Books,,"['Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9780552175807B/more-than-a-mum,8.0,5.0,1.0,1.75,1
A MOSAIC OF WINGS,"Duffy, Kimberly",Paperback,9780760000000.0,Bethany House,,"['Fiction', 'Historical', 'Fiction', 'Romance', 'Fiction', 'Religious']",https://www.bookdepot.com/Store/Details/9780764235634B/a-mosaic-of-wings,8.46,5.51,1.1,2.75,14
MOTH SMOKE,"Hamid, Mohsin",Paperback,9781590000000.0,Riverhead Books,,"['Fiction', 'Romance', 'Fiction', 'Mystery & Detective', 'Fiction', 'Action & Adventure']",https://www.bookdepot.com/Store/Details/9781594486609B/moth-smoke,8.05,5.12,0.79,2.25,6
MOTHER'S DAY ON CORONATION ST.,"Sullivan, Maggie",Paperback,9780010000000.0,HarperCollins Publishers,,"['Fiction', 'Historical', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9780008255152B/mothers-day-on-coronation-st,7.81,5.06,1.06,2.0,6
THE MOUNTAIN BETWEEN US,"Martin, Charles",Paperback,9781470000000.0,Weidenfeld & Nicolson,,"['Fiction', 'Romance', 'Fiction', 'Action & Adventure', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9781474606639B/the-mountain-between-us,8.0,5.0,1.0,2.0,3
"MOVING FORWARD (WOODLAND PARK FIREFIGHTERS ROMANCE, BK. 2)","Shepard Gray, Shelley",Pocket Books,9780590000000.0,Berkley Publishing Group,,"['Fiction', 'Romance', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9780593438107B/moving-forward-woodland-park-firefighters-rom,6.73,4.14,0.88,1.69,46
THE MOZART CODE,"McMillan, Rachel",Paperback,9780790000000.0,Thomas Nelson,,"['Fiction', 'Romance', 'Fiction', 'Religious', 'Fiction', 'Historical']",https://www.bookdepot.com/Store/Details/9780785235057B/the-mozart-code,8.37,5.51,1.01,3.0,86
A MRS. MIRACLE CHRISTMAS,"Macomber, Debbie",Hardcover,9780400000000.0,Ballantine Books,,"['Fiction', 'Romance', 'Fiction', 'Holidays']",https://www.bookdepot.com/Store/Details/9780399181399B/a-mrs-miracle-christmas,7.5,5.5,1.0,2.5,32
MUCH ADO ABOUT MARRIAGE,"Hawkins, Karen",Pocket Books,9781440000000.0,Pocket Star,,"['Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9781439187609B/much-ado-about-marriage,6.67,4.12,1.07,2.0,7
MUCH ADO ABOUT NADA,"Jalaluddin, Uzma",Paperback,9781440000000.0,HarperCollins Publishers,,"['Fiction', 'Cultural Heritage', 'Fiction', 'Romance', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9781443461498B/much-ado-about-nada,8.75,6.03,0.94,1.63,1000
MUCH ADO ABOUT NADA,"Jalaluddin, Uzma",Paperback,9780590000000.0,Berkley Publishing Group,,"['Fiction', 'Romance', 'Fiction', 'Contemporary', 'Fiction', 'Cultural Heritage']",https://www.bookdepot.com/Store/Details/9780593336380B/much-ado-about-nada,7.96,5.16,0.97,3.0,110
"MUCH ADO ABOUT A LATTE (MAPLE FALLS ROMANCE, BK. 2)","Fuller, Kathleen",Paperback,9780790000000.0,Thomas Nelson,,"['Fiction', 'Religious', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9780785238126B/much-ado-about-a-latte-maple-falls-romance-bk,8.37,5.3,1.24,3.0,1
"MULBERRY HOLLOW (A RIVERBEND ROMANCE, BK. 2)","Hunter, Denise",Paperback,9780790000000.0,Thomas Nelson,,"['Fiction', 'Religious', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9780785240532B/mulberry-hollow-a-riverbend-romance-bk-2,8.29,5.49,0.97,3.0,6
MURDER AT SUNRISE LAKE,"Feehan, Christine",Pocket Books,9780590000000.0,Berkley Publishing Group,,"['Fiction', 'Romance', 'Fiction', 'Fantasy']",https://www.bookdepot.com/Store/Details/9780593333150B/murder-at-sunrise-lake,6.71,4.12,1.35,1.69,57
